section,hscode,description,parent,level
XV,7311,"Containers for compressed or liquefied gas, of iron or steel",73,4
XV,731100,"Containers for compressed or liquefied gas, of iron or steel",7311,6
XV,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",73,4
XV,731210,"Iron or steel; stranded wire, ropes and cables, not electrically insulated",7312,6
XV,731290,"Iron or steel; plaited bands, slings and the like, not electrically insulated",7312,6
XV,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not and loosely twisted double wire, of a kind used for fencing, of iron or steel",73,4
XV,731300,"Iron of steel; barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",7313,6
XV,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",73,4
XV,731412,"Iron or steel; woven cloth, endless bands for machinery, of stainless steel",7314,6
XV,731414,"Iron or steel; woven cloth, of stainless steel, (other than endless bands for machinery)",7314,6
XV,731419,"Iron or steel; woven cloth, other than of stainless steel",7314,6
XV,731420,"Iron or steel wire; grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",7314,6
XV,731431,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, plated or coated with zinc",7314,6
XV,731439,"Iron or steel wire; grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",7314,6
XV,731441,"Iron or steel wire; grill, netting and fencing, plated or coated with zinc",7314,6
XV,731442,"Iron or steel wire; grill, netting and fencing, coated with plastic",7314,6
XV,731449,"Iron or steel wire; grill, netting and fencing, coated with materials other than zinc or plastic",7314,6
XV,731450,Iron or steel; expanded metal,7314,6
XV,7315,"Chain and parts thereof, of iron or steel",73,4
XV,731511,"Chain; articulated link, roller, of iron or steel",7315,6
XV,731512,"Chain; articulated link, (other than roller), of iron or steel",7315,6
XV,731519,"Chain; articulated link parts, of iron or steel",7315,6
XV,731520,"Chain; skid, articulated link chain and parts thereof, of iron or steel",7315,6
XV,731581,"Chain; stud-link chain, of iron or steel",7315,6
XV,731582,"Chain; welded link chain, of iron or steel",7315,6
XV,731589,"Chain; n.e.c. in heading no. 7315, of iron or steel",7315,6
XV,731590,"Chain; parts n.e.c. in heading no. 7315, of iron or steel",7315,6
XV,7316,"Anchors, grapnels and parts thereof, of iron or steel",73,4
XV,731600,"Iron or steel; anchors, grapnels and parts thereof",7316,6
XV,7317,"Nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, of iron or steel, with heads of other material or not, but excluding articles with heads of copper",73,4
XV,731700,"Iron or steel; nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",7317,6
XV,7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",73,4
XV,731811,Iron or steel; threaded coach screws,7318,6
XV,731812,Iron or steel; threaded wood screws other than coach screws,7318,6
XV,731813,Iron or steel; threaded screw hooks and screw rings,7318,6
XV,731814,Iron or steel; threaded self-tapping screws,7318,6
XV,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7318,6
XV,731816,Iron or steel; threaded nuts,7318,6
XV,731819,"Iron or steel; threaded screws, bolts and nuts n.e.c. in item no. 7318.1",7318,6
XV,731821,Iron or steel; non-threaded spring washers and other lock washers,7318,6
XV,731822,"Iron or steel; non-threaded washers, excluding spring and lock",7318,6
XV,731823,Iron or steel; non-threaded rivets,7318,6
XV,731824,Iron or steel; non-threaded cotters and cotter-pins,7318,6
XV,731829,"Iron or steel; non-threaded articles, n.e.c. in item no. 7318.2",7318,6
XV,7319,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",73,4
XV,731940,Safety pins and other pins; of iron or steel,7319,6
XV,731990,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel",7319,6
XV,7320,"Springs and leaves for springs, of iron or steel",73,4
XV,732010,Iron or steel; leaf-springs and leaves therefor,7320,6
XV,732020,Iron or steel; helical springs and leaves for springs,7320,6
XV,732090,Iron or steel; springs n.e.c. in heading no. 7320,7320,6
XV,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",73,4
XV,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",7321,6
XV,732112,"Cooking appliances and plate warmers; for liquid fuel, of iron or steel",7321,6
XV,732119,"Cooking appliances and plate warmers; for solid fuel and fuels other than gas or liquid, of iron or steel",7321,6
XV,732181,"Domestic appliances; non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",7321,6
XV,732182,"Domestic appliances; non-electric, (other than cookers and plate warmers), for liquid fuel, of iron or steel",7321,6
XV,732189,"Domestic appliances; non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel",7321,6
XV,732190,"Domestic appliances; non-electric, parts thereof, of iron or steel",7321,6
XV,7322,"Radiators for central heating, not electrically heated and parts thereof, of iron or steel; air heaters, hot air distributors not electrically heated, with motor fan or blower",73,4
XV,732211,"Radiators and parts thereof; for central heating, (not electrically heated), of cast iron",7322,6
XV,732219,"Radiators and parts thereof; for central heating, (not electrically heated), of iron or steel other than cast iron",7322,6
XV,732290,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",7322,6
XV,7323,"Table, kitchen, other household articles and parts, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",73,4
XV,732310,"Iron or steel; wool, pot scourers and scouring or polishing pads, gloves and the like",7323,6
XV,732391,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",7323,6
XV,732392,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, enamelled",7323,6
XV,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",7323,6
XV,732394,"Iron (excluding cast) or steel; table, kitchen and other household articles and parts thereof, enamelled",7323,6
XV,732399,"Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",7323,6
XV,7324,"Sanitary ware and parts thereof, of iron or steel",73,4
XV,732410,"Steel; sinks and wash basins, of stainless steel",7324,6
XV,732421,"Cast iron, baths, whether or not enamelled",7324,6
XV,732429,Iron (other than cast) or steel; baths,7324,6
XV,732490,"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths",7324,6
XV,7325,Iron or steel; cast articles,73,4
XV,732510,Iron; articles of non-malleable cast iron,7325,6
XV,732591,"Iron; grinding balls and similar articles for mills, other than of non-malleable cast iron",7325,6
XV,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",7325,6
XV,7326,"Iron or steel; articles, n.e.c. in chapter 73",73,4
XV,732611,"Iron or steel; grinding balls and similar articles for mills, forged or stamped, but not further worked",7326,6
XV,732619,"Iron or steel; articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",7326,6
XV,732620,Iron or steel; wire articles,7326,6
XV,732690,Iron or steel; articles n.e.c. in heading 7326,7326,6
XV,74,Copper and articles thereof,TOTAL,2
XV,7401,Copper mattes; cement copper (precipitated copper),74,4
XV,740100,Copper mattes; cement copper (precipitated copper),7401,6
XV,7402,"Copper; unrefined, copper anodes for electrolytic refining",74,4
XV,740200,"Copper; unrefined, copper anodes for electrolytic refining",7402,6
XV,7403,"Copper; refined and copper alloys, unwrought",74,4
XV,740311,"Copper; refined, unwrought, cathodes and sections of cathodes",7403,6
XV,740312,"Copper; refined, unwrought, wire-bars",7403,6
XV,740313,"Copper; refined, unwrought, billets",7403,6
XV,740319,"Copper; refined, unwrought, n.e.c. in item no. 7403.1",7403,6
XV,740321,Copper; copper-zinc base alloys (brass) unwrought,7403,6
XV,740322,Copper; copper-tin base alloys (bronze) unwrought,7403,6
XV,740329,Copper; copper alloys n.e.c. in heading no. 7403 (other than master alloys of heading no. 7405),7403,6
XV,7404,Copper; waste and scrap,74,4
XV,740400,Copper; waste and scrap,7404,6
XV,7405,Copper; master alloys,74,4
XV,740500,Copper; master alloys of copper,7405,6
XV,7406,Copper; powders and flakes,74,4
XV,740610,Copper; powders of non-lamellar structure,7406,6
XV,740620,"Copper; powders of lamellar structure, flakes",7406,6
XV,7407,"Copper; bars, rods and profiles",74,4
XV,740710,"Copper; bars, rods and profiles, of refined copper",7407,6
XV,740721,"Copper; bars, rods and profiles, of copper-zinc base alloys (brass)",7407,6
XV,740729,"Copper; bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)",7407,6
XV,7408,Copper wire,74,4
XV,740811,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension exceeds 6mm",7408,6
XV,740819,"Copper; wire, of refined copper, of which the maximum cross-sectional dimension is 6mm or less",7408,6
XV,740821,"Copper; wire, of copper-zinc base alloys (brass)",7408,6
XV,740822,"Copper; wire, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7408,6
XV,740829,"Copper; wire, of copper alloys (other than copper-zinc base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",7408,6
XV,7409,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",74,4
XV,740911,"Copper; strip, of a thickness exceeding 0.15mm, of refined copper, in coils",7409,6
XV,740919,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils",7409,6
XV,740921,"Copper; strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",7409,6
XV,740929,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), not in coils",7409,6
XV,740931,"Copper; strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils",7409,6
XV,740939,"Copper; plates and sheets, of a thickness exceeding 0.15mm, of copper-tin base alloys, not in coils",7409,6
XV,740940,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7409,6
XV,740990,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper alloys (other than copper-zinc base alloys, copper-tin base alloys, copper-nickel base alloys or copper-nickel-zinc base alloys)",7409,6
XV,7410,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",74,4
XV,741011,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",7410,6
XV,741012,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of copper alloys",7410,6
XV,741021,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper",7410,6
XV,741022,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",7410,6
XV,7411,Copper tubes and pipes,74,4
XV,741110,"Copper; tubes and pipes, of refined copper",7411,6
XV,741121,"Copper; tubes and pipes, of copper-zinc base alloys (brass)",7411,6
XV,741122,"Copper; tubes and pipes, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",7411,6
XV,741129,"Copper; tubes and pipes, of copper alloys (other than copper-zinc, copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel-silver))",7411,6
XV,7412,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves)",74,4
XV,741210,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of refined copper",7412,6
XV,741220,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",7412,6
XV,7413,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",74,4
XV,741300,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",7413,6
XV,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",74,4
XV,741510,"Copper; nails and tacks, drawing pins, staples and similar articles of copper, or of iron or steel with copper heads",7415,6
XV,741521,"Copper; washers, (including spring washers), not threaded",7415,6
XV,741529,"Copper; rivets, cotters, cotter-pins and similar articles, not threaded",7415,6
XV,741533,"Copper; screws, bolts and nuts, threaded",7415,6
XV,741539,Copper; articles n.e.c. in heading no. 7415,7415,6
XV,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",74,4
XV,741810,"Copper; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",7418,6
XV,741820,Copper; sanitary ware and parts thereof,7418,6
XV,7419,Copper; articles thereof n.e.c. in chapter 74,74,4
XV,741920,"Copper; cast, moulded, stamped or forged, but not further worked",7419,6
XV,741980,Copper; articles thereof n.e.c. in chapter 74,7419,6
XV,75,Nickel and articles thereof,TOTAL,2
XV,7501,Nickel mattes; nickel oxide sinters and other intermediate products of nickel metallurgy,75,4
XV,750110,Nickel; nickel mattes,7501,6
XV,750120,Nickel; oxide sinters and other intermediate products of nickel metallurgy,7501,6
XV,7502,Nickel; unwrought,75,4
XV,750210,"Nickel; unwrought, not alloyed",7502,6
XV,750220,"Nickel; unwrought, alloys",7502,6
XV,7503,Nickel; waste and scrap,75,4
XV,750300,Nickel; waste and scrap,7503,6
XV,7504,Nickel; powders and flakes,75,4
XV,750400,Nickel; powders and flakes,7504,6
XV,7505,"Nickel; bars, rods, profiles and wire",75,4
XV,750511,"Nickel; bars, rods and profiles, not alloyed",7505,6
XV,750512,"Nickel; bars, rods and profiles, of nickel alloys",7505,6
XV,750521,"Nickel; wire, not alloyed",7505,6
XV,750522,"Nickel; wire, of nickel alloys",7505,6
XV,7506,"Nickel; plates, sheets, strip and foil",75,4
XV,750610,"Nickel; plates, sheets, strip and foil, not alloyed",7506,6
XV,750620,"Nickel; plates, sheets, strip and foil, of nickel alloys",7506,6
XV,7507,"Nickel; tubes, pipes and tube or pipe fittings (e.g. couplings, elbows, sleeves)",75,4
XV,750711,"Nickel; tubes and pipes, not alloyed",7507,6
XV,750712,"Nickel; tubes and pipes, of nickel alloys",7507,6
XV,750720,Nickel; tube and pipe fittings,7507,6
XV,7508,Nickel; articles thereof n.e.c. in chapter 75,75,4
XV,750810,"Nickel; cloth, grill and netting, of nickel wire",7508,6
XV,750890,Nickel; articles thereof n.e.c. in item no. 7508.1,7508,6
XV,76,Aluminium and articles thereof,TOTAL,2
XV,7601,Aluminium; unwrought,76,4
XV,760110,"Aluminium; unwrought, (not alloyed)",7601,6
XV,760120,"Aluminium; unwrought, alloys",7601,6
XV,7602,Aluminium; waste and scrap,76,4
XV,760200,Aluminium; waste and scrap,7602,6
XV,7603,Aluminium; powders and flakes,76,4
XV,760310,Aluminium; powders of non-lamellar structure,7603,6
XV,760320,"Aluminium; powders of lamellar structure, flakes",7603,6
XV,7604,"Aluminium; bars, rods and profiles",76,4
XV,760410,"Aluminium; (not alloyed), bars, rods and profiles",7604,6
XV,760421,"Aluminium; alloys, hollow profiles",7604,6
XV,760429,"Aluminium; alloys, bars, rods and profiles, other than hollow",7604,6
XV,7605,Aluminium wire,76,4
XV,760511,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm",7605,6
XV,760519,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",7605,6
XV,760521,"Aluminium; alloys, wire, maximum cross-sectional dimension exceeding 7mm",7605,6
XV,760529,"Aluminium; alloys, wire, maximum cross-sectional dimension is 7mm or less",7605,6
XV,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",76,4
XV,760611,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, (not alloyed), rectangular (including square)",7606,6
XV,760612,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",7606,6
XV,760691,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",7606,6
XV,760692,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",7606,6
XV,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",76,4
XV,760711,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",7607,6
XV,760719,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",7607,6
XV,760720,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm",7607,6
XV,7608,Aluminium; tubes and pipes,76,4
XV,760810,"Aluminium; tubes and pipes, not alloyed",7608,6
XV,760820,"Aluminium; tubes and pipes, alloys",7608,6
XV,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",76,4
XV,760900,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",7609,6
XV,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",76,4
XV,761010,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",7610,6
XV,761090,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like",7610,6
XV,7611,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",76,4
XV,761100,"Aluminium; reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",7611,6
XV,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",76,4
XV,761210,"Aluminium; collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment",7612,6
XV,761290,"Aluminium; casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",7612,6
XV,7613,Aluminium; containers for compressed or liquefied gas,76,4
XV,761300,Aluminium; containers for compressed or liquefied gas,7613,6
XV,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",76,4
XV,761410,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core",7614,6
XV,761490,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",7614,6
XV,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",76,4
XV,761510,"Aluminium; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",7615,6
XV,761520,Aluminium; sanitary ware and parts thereof,7615,6
XV,7616,Aluminium; articles n.e.c. in chapter 76,76,4
XV,761610,"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",7616,6
XV,761691,"Aluminium; cloth, grill, netting and fencing, of aluminium wire",7616,6
XV,761699,Aluminium; articles n.e.c. in heading 7616,7616,6
XV,78,Lead and articles thereof,TOTAL,2
XV,7801,Lead; unwrought,78,4
XV,780110,"Lead; unwrought, refined",7801,6
XV,780191,"Lead; unwrought, unrefined, containing by weight antimony as the principal other element",7801,6
XV,780199,"Lead; unwrought, unrefined, not containing by weight antimony as the principal other element",7801,6
XV,7802,Lead; waste and scrap,78,4
XV,780200,Lead; waste and scrap,7802,6
XV,7804,"Lead; plates, sheets, strip and foil, lead powders and flakes",78,4
XV,780411,"Lead; sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm",7804,6
XV,780419,"Lead; plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",7804,6
XV,780420,Lead; powders and flakes,7804,6
XV,7806,Lead; articles n.e.c. in chapter 78,78,4
XV,780600,Lead; articles n.e.c. in chapter 78,7806,6
XV,79,Zinc and articles thereof,TOTAL,2
XV,7901,Zinc; unwrought,79,4
XV,790111,"Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc",7901,6
XV,790112,"Zinc; unwrought, (not alloyed), containing by weight less than 99.99% of zinc",7901,6
XV,790120,"Zinc; unwrought, alloys",7901,6
XV,7902,Zinc; waste and scrap,79,4
XV,790200,Zinc; waste and scrap,7902,6
XV,7903,"Zinc; dust, powders and flakes",79,4
XV,790310,Zinc dust,7903,6
XV,790390,Zinc; powders and flakes,7903,6
XV,7904,"Zinc; bars, rods, profiles and wire",79,4
XV,790400,"Zinc; bars, rods, profiles and wire",7904,6
XV,7905,"Zinc; plates, sheets, strip and foil",79,4
XV,790500,"Zinc; plates, sheets, strip and foil",7905,6
XV,7907,Zinc; articles n.e.c. in chapter 79,79,4
XV,790700,Zinc; articles n.e.c. in chapter 79,7907,6
XV,80,Tin; articles thereof,TOTAL,2
XV,8001,Tin; unwrought,80,4
XV,800110,"Tin; unwrought, not alloyed",8001,6
XV,800120,"Tin; unwrought, alloys",8001,6
XV,8002,Tin; waste and scrap,80,4
XV,800200,Tin; waste and scrap,8002,6
XV,8003,"Tin; bars, rods, profiles and wire",80,4
XV,800300,"Tin; bars, rods, profiles and wire",8003,6
XV,8007,Tin; articles n.e.c. in chapter 80,80,4
XV,800700,Tin; articles n.e.c. in chapter 80,8007,6
XV,81,"Metals; n.e.c., cermets and articles thereof",TOTAL,2
XV,8101,"Tungsten (wolfram); articles thereof, including waste and scrap",81,4
XV,810110,"Tungsten (wolfram); articles thereof, including waste and scrap, powders",8101,6
XV,810194,"Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering",8101,6
XV,810196,Tungsten (wolfram); wire,8101,6
XV,810197,Tungsten (wolfram); waste and scrap,8101,6
XV,810199,Tungsten (wolfram); articles n.e.c. in heading no. 8101,8101,6
XV,8102,"Molybdenum; articles thereof, including waste and scrap",81,4
XV,810210,"Molybdenum; articles thereof, including waste and scrap, powders",8102,6
XV,810294,"Molybdenum; unwrought, including bars and rods obtained simply by sintering",8102,6
XV,810295,"Molybdenum; bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",8102,6
XV,810296,Molybdenum; wire,8102,6
XV,810297,Molybdenum; waste and scrap,8102,6
XV,810299,Molybdenum; articles n.e.c. in heading no. 8102,8102,6
XV,8103,"Tantalum; articles thereof, including waste and scrap",81,4
XV,810320,"Tantalum; unwrought, including bars and rods obtained simply by sintering, powders",8103,6
XV,810330,Tantalum; waste and scrap,8103,6
XV,810391,Tantalum; crucibles,8103,6
XV,810399,Tantalum; articles n.e.c. in heading no. 8103,8103,6
XV,8104,"Magnesium; articles thereof, including waste and scrap",81,4
XV,810411,"Magnesium; unwrought, containing at least 99.8% by weight of magnesium",8104,6
XV,810419,"Magnesium; unwrought, containing less than 99.8% by weight of magnesium",8104,6
XV,810420,Magnesium; waste and scrap,8104,6
XV,810430,"Magnesium; raspings, turnings and granules, graded according to size, powders",8104,6
XV,810490,Magnesium; articles n.e.c. in heading no. 8104,8104,6
XV,8105,"Cobalt; mattes and other intermediate products of cobalt metallurgy, cobalt and articles thereof, including waste and scrap",81,4
XV,810520,"Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders",8105,6
XV,810530,Cobalt; waste and scrap,8105,6
XV,810590,Cobalt; articles n.e.c. in heading no. 8105,8105,6
XV,8106,"Bismuth; articles thereof, including waste and scrap",81,4
XV,810610,"Bismuth; articles thereof, including waste and scrap, containing more than 99.99% of bismuth, by weight",8106,6
XV,810690,"Bismuth; including articles n.e.c. in heading 8106, including waste and scrap, containing less than or equal to 99.99% of bismuth, by weight",8106,6
XV,8108,"Titanium; articles thereof, including waste and scrap",81,4
XV,810820,"Titanium; unwrought, powders",8108,6
XV,810830,Titanium; waste and scrap,8108,6
XV,810890,"Titanium; other than unwrought, n.e.c. in heading no. 8108",8108,6
XV,8109,"Zirconium; articles thereof, including waste and scrap",81,4
XV,810921,"Zirconium; unwrought, powders, containing less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,810929,"Zirconium; unwrought, powders, containing not less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,810931,"Zirconium; waste and scrap, containing less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,810939,"Zirconium; waste and scrap, containing not less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,810991,"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,810999,"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing not less than 1 part hafnium to 500 parts zirconium by weight",8109,6
XV,8110,"Antimony; articles thereof, including waste and scrap",81,4
XV,811010,"Antimony and articles thereof; unwrought antimony, powders",8110,6
XV,811020,Antimony; waste and scrap,8110,6
XV,811090,"Antimony and articles thereof; wrought, other than waste and scrap",8110,6
XV,8111,"Manganese; articles thereof, including waste and scrap",81,4
XV,811100,"Manganese; articles thereof, including waste and scrap",8111,6
XV,8112,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap",81,4
XV,811212,"Beryllium and articles thereof; unwrought beryllium, powders",8112,6
XV,811213,Beryllium; waste and scrap,8112,6
XV,811219,Beryllium and articles thereof; wrought other than waste and scrap,8112,6
XV,811221,"Chromium and articles thereof; unwrought chromium, powders",8112,6
XV,811222,Chromium; waste and scrap,8112,6
XV,811229,Chromium and articles thereof; wrought other than waste and scrap,8112,6
XV,811231,"Hafnium and articles thereof; unwrought, powders, waste and scrap",8112,6
XV,811239,"Hafnium and articles thereof; wrought, other than powders, waste and scrap",8112,6
XV,811241,"Rhenium and articles thereof; unwrought, powders, waste and scrap",8112,6
XV,811249,"Rhenium and articles thereof; wrought, other than powders, waste and scrap",8112,6
XV,811251,"Thallium and articles thereof; unwrought thallium, powders",8112,6
XV,811252,Thallium; waste and scrap,8112,6
XV,811259,"Thallium and articles thereof; other than unwrought thallium, powders or waste and scrap",8112,6
XV,811261,Cadmium; waste and scrap,8112,6
XV,811269,Cadmium; other than waste and scrap,8112,6
XV,811292,"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, unwrought, including waste and scrap, powders",8112,6
XV,811299,"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, other than unwrought including waste and scrap and powders",8112,6
XV,8113,"Cermets; articles thereof, including waste and scrap",81,4
XV,811300,"Cermets; articles thereof, including waste and scrap",8113,6
XV,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",TOTAL,2
XV,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",82,4
XV,820110,"Tools, hand; spades and shovels",8201,6
XV,820130,"Tools, hand; mattocks, picks, hoes and rakes",8201,6
XV,820140,"Tools, hand; axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry",8201,6
XV,820150,"Tools, hand; one-handed secateurs (including poultry shears)",8201,6
XV,820160,"Tools, hand; hedge shears, two-handed pruning shears and similar two-handed shears",8201,6
XV,820190,"Tools, hand; forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201",8201,6
